appId,content,stars,at,thumbsUpCount
payflow,Transfer failed but the money left my account and has not come back.,2,2026-01-27,0
fittrack,Workouts on my watch never make it into the phone app.,1,2025-11-13,0
nimbus,No autosave means one crash costs me a whole meeting's notes.,2,2025-07-22,43
nimbus,Cancelled the subscription and was billed again the following month. And then notes i wrote on the train were gone by the time i opened the app at home.,1,2025-02-16,8
payflow,Sent a payment that shows as pending five days later with no explanation.,1,2025-06-09,7
fittrack,GPS drifts badly so a five kilometre run is logged as seven. On top of that years of training history locked in with no export button anywhere.,1,2025-06-19,1
fittrack,There is no way to get my own data out in a usable format.,3,2025-08-25,2
nimbus,I have taken to copying important notes into a plain text file as a backup.,1,2025-02-07,9
fittrack,Pairing drops constantly and I have to re-pair the watch every week. Nobody seems to be looking at it.,2,2025-11-18,14
fittrack,Years of training history locked in with no export button anywhere.,2,2025-03-13,0
fittrack,"I screenshot my stats each month because there is no proper export. Also distance is wrong every single time, so i now carry a separate watch.",3,2025-12-25,0
nimbus,I know the word is in there but search returns nothing. On top of that the sync spinner runs forever and then just stops without an error. Genuinely considering switching.,2,2025-10-29,1
payflow,Transfer failed but the money left my account and has not come back.,1,2025-04-24,0
nimbus,I was charged for a yearly plan straight after the trial with no reminder.,2,2026-01-24,1
fittrack,Interface is clear and logging a session takes seconds.,5,2025-05-08,6
nimbus,"Simple, quick and does exactly what I need day to day. Nobody seems to be looking at it.",5,2026-03-21,0
nimbus,Clean interface and it stays out of the way when I am writing. Please fix this.,5,2025-02-26,3
payflow,Support has not replied to my ticket in three weeks.,2,2025-01-10,2
nimbus,A long note reverted to an old version and there is no history to restore from.,1,2025-03-28,1
payflow,Setting up a new recipient is quick and painless. This has been going on for months now.,4,2025-07-30,1
nimbus,My notes stopped syncing between my laptop and my phone three days ago. And then the upgrade screen does not say what the free tier actually loses.,1,2025-05-28,0
payflow,Had to complain publicly before anyone responded to me. Rating will go up when it is fixed.,3,2025-02-02,2
fittrack,Pairing drops constantly and I have to re-pair the watch every week.,2,2025-06-07,3
payflow,I gave up and opened an account with a competitor instead. Also the exchange rate at confirmation is worse than the one advertised.,1,2025-08-03,1
payflow,The exchange rate at confirmation is worse than the one advertised.,2,2026-03-11,3
payflow,Setting up a new recipient is quick and painless. Genuinely considering switching.,5,2025-01-12,3
fittrack,Tracking a one hour walk drains forty percent of my battery.,1,2025-11-28,11
fittrack,I keep a power bank in my pocket now just to finish a long ride. This has been going on for months now.,2,2026-01-09,3
payflow,Transfer failed but the money left my account and has not come back.,2,2026-04-19,19
fittrack,Heart rate data is missing from half of my recorded sessions. Also gps drifts badly so a five kilometre run is logged as seven.,3,2025-09-14,0
nimbus,"Searching only matches titles, never the body, so I scroll manually instead. And then lost an hour of writing when the app crashed without saving.",2,2025-08-22,0
nimbus,Clean interface and it stays out of the way when I am writing. Nobody seems to be looking at it.,5,2026-04-02,0
fittrack,Been using it for two years and the history view is excellent. Happens on both my devices.,5,2025-10-19,2
payflow,The exchange rate at confirmation is worse than the one advertised.,1,2026-01-21,79
fittrack,Export produces a file that no other fitness app will read.,3,2025-12-23,5
nimbus,"Simple, quick and does exactly what I need day to day. Very frustrating.",5,2026-06-08,5
payflow,Fees are not shown until after the transfer is authorised.,2,2025-09-09,1
fittrack,GPS drifts badly so a five kilometre run is logged as seven.,1,2025-03-04,0
fittrack,Workouts on my watch never make it into the phone app.,3,2025-06-24,25
payflow,Transfer failed but the money left my account and has not come back. And then fees are not shown until after the transfer is authorised.,1,2025-11-19,4
payflow,"The app said the transfer succeeded, the recipient never received anything.",1,2025-07-29,0
payflow,No phone number anywhere for an issue involving actual money.,2,2025-05-07,8
nimbus,Love the markdown support and the keyboard shortcuts. Otherwise a decent app.,5,2025-02-26,3
nimbus,"I now write everything in another app first and paste it in, which defeats the point.",1,2026-04-03,0
nimbus,I have taken to copying important notes into a plain text file as a backup. On top of that refund request has gone unanswered for two weeks.,1,2025-11-23,2
fittrack,Years of training history locked in with no export button anywhere.,2,2025-06-09,9
payflow,The chat bot loops back to the same articles and there is no human option. Nobody seems to be looking at it.,2,2026-02-17,1
nimbus,"Simple, quick and does exactly what I need day to day. Rating will go up when it is fixed.",4,2025-09-07,0
payflow,The exchange rate at confirmation is worse than the one advertised.,1,2026-04-26,0
nimbus,Notes I wrote on the train were gone by the time I opened the app at home. Please fix this.,1,2025-06-24,0
nimbus,"Had to log out and back in again to force a sync, which lost my drafts.",2,2026-04-05,6
nimbus,I was charged for a yearly plan straight after the trial with no reminder. Also i know the word is in there but search returns nothing. Rating will go up when it is fixed.,2,2025-01-29,0
nimbus,The app closed itself and my unsaved draft was simply gone.,1,2025-07-14,1
fittrack,Pairing drops constantly and I have to re-pair the watch every week. Genuinely considering switching.,2,2025-01-29,13
nimbus,"Simple, quick and does exactly what I need day to day.",5,2026-02-14,1
payflow,"Charged a fee for a transfer that then failed, and the fee was not refunded.",2,2025-04-18,2
nimbus,I know the word is in there but search returns nothing. Otherwise a decent app.,3,2025-03-18,1
payflow,Had to complain publicly before anyone responded to me.,2,2025-08-08,0
nimbus,Recovered nothing after the update wiped my most recent entries.,1,2025-03-14,0
nimbus,"Paying for a plan and still hitting a device limit is not acceptable. Also had to log out and back in again to force a sync, which lost my drafts.",1,2025-08-20,3
nimbus,"Searching only matches titles, never the body, so I scroll manually instead.",2,2026-04-26,3
fittrack,I have started logging runs manually afterwards because the tracking cannot be trusted.,1,2025-08-08,0
nimbus,"I now write everything in another app first and paste it in, which defeats the point.",1,2025-03-18,1
payflow,Uploaded my documents four times and each time it asks again. Very frustrating.,1,2025-01-28,0
fittrack,Pace readings jump around wildly and ruin the whole activity.,1,2025-04-30,1
fittrack,Export produces a file that no other fitness app will read.,2,2026-04-28,0
fittrack,Workouts on my watch never make it into the phone app.,2,2025-10-01,11
nimbus,I know the word is in there but search returns nothing.,1,2025-04-11,5
payflow,"When it works the transfer arrives within minutes, which is impressive.",5,2026-05-22,0
fittrack,Pairing drops constantly and I have to re-pair the watch every week.,2,2025-08-26,5
payflow,No phone number anywhere for an issue involving actual money.,3,2025-03-09,12
nimbus,"Simple, quick and does exactly what I need day to day.",5,2025-08-19,2
payflow,Support has not replied to my ticket in three weeks. Very frustrating.,2,2025-08-26,0
payflow,Had to complain publicly before anyone responded to me. This has been going on for months now.,2,2026-06-01,0
payflow,"Charged a fee for a transfer that then failed, and the fee was not refunded.",1,2026-03-30,0
nimbus,Search does not find text that I can see with my own eyes in a note. This has been going on for months now.,2,2026-02-13,10
payflow,Had to complain publicly before anyone responded to me. This has been going on for months now.,1,2026-02-07,1
payflow,Clean app and the recipient management is well done.,5,2025-05-07,2
fittrack,Phone gets hot and the battery is dead before I get home.,1,2025-10-24,8
nimbus,The sync spinner runs forever and then just stops without an error.,1,2025-04-30,2
nimbus,"Searching only matches titles, never the body, so I scroll manually instead.",2,2025-05-01,10
nimbus,"Edits I make on the desktop never show up on mobile, so I email myself the text instead.",1,2025-09-02,0
fittrack,Background tracking eats power even when I am not exercising.,1,2025-06-27,4
payflow,Transfer failed but the money left my account and has not come back.,1,2025-04-10,0
payflow,I use my bank's own app now because at least the transfers complete. Also fees are not shown until after the transfer is authorised.,1,2025-11-30,1
payflow,No phone number anywhere for an issue involving actual money.,2,2025-08-19,0
fittrack,There is no way to get my own data out in a usable format.,1,2025-07-24,0
nimbus,The sync spinner runs forever and then just stops without an error.,1,2025-02-24,1
nimbus,Sync silently fails and I only notice when a note is missing at work. But search does not find text that i can see with my own eyes in a note.,1,2025-06-05,0
fittrack,The route map shows me running through buildings and across a river. Genuinely considering switching.,1,2025-03-24,0
payflow,"Charged a fee for a transfer that then failed, and the fee was not refunded. Also stuck in an endless identity verification loop that never completes.",2,2025-06-29,3
nimbus,The upgrade screen does not say what the free tier actually loses. Also recovered nothing after the update wiped my most recent entries.,3,2026-02-24,0
nimbus,Finding an old note takes longer than rewriting it.,2,2025-06-22,1
nimbus,Sync silently fails and I only notice when a note is missing at work.,1,2025-12-21,1
fittrack,Phone gets hot and the battery is dead before I get home.,1,2025-01-17,12
payflow,Uploaded my documents four times and each time it asks again.,2,2025-04-17,43
nimbus,Lost an hour of writing when the app crashed without saving.,1,2025-12-09,0
fittrack,Interface is clear and logging a session takes seconds.,4,2026-01-24,0
nimbus,Search does not find text that I can see with my own eyes in a note. Rating will go up when it is fixed.,2,2026-02-14,0
fittrack,Pairing drops constantly and I have to re-pair the watch every week. On top of that i screenshot my stats each month because there is no proper export. Happens on both my devices.,2,2025-10-15,1
payflow,Clean app and the recipient management is well done.,4,2026-04-21,0
nimbus,The upgrade screen does not say what the free tier actually loses. But search does not find text that i can see with my own eyes in a note.,2,2026-05-23,5
fittrack,"I export from the watch app and import here manually, which is ridiculous.",2,2025-09-14,2
payflow,Support has not replied to my ticket in three weeks.,2,2025-11-21,27
nimbus,"Two devices, two different versions of the same note, no warning which is newer. And then tags are useless because search ignores them completely.",2,2025-03-04,0
nimbus,Cancelled the subscription and was billed again the following month. Very frustrating.,2,2026-02-22,12
payflow,Clean app and the recipient management is well done.,5,2025-01-21,0
fittrack,Years of training history locked in with no export button anywhere.,1,2025-12-17,0
fittrack,Export produces a file that no other fitness app will read. Nobody seems to be looking at it.,3,2025-11-23,0
payflow,Money disappeared for six days before reappearing with no message. Also support has not replied to my ticket in three weeks.,2,2026-01-15,4
payflow,The chat bot loops back to the same articles and there is no human option.,3,2026-04-06,0
fittrack,Pairing drops constantly and I have to re-pair the watch every week. This has been going on for months now.,1,2025-07-08,12
fittrack,Phone gets hot and the battery is dead before I get home.,1,2026-01-09,0
payflow,Account locked for a security check with no way to speak to anyone.,1,2025-03-12,9
fittrack,I keep a power bank in my pocket now just to finish a long ride. Please fix this.,1,2025-03-05,1
nimbus,The upgrade screen does not say what the free tier actually loses. Also a long note reverted to an old version and there is no history to restore from.,2,2025-05-04,2
payflow,Support has not replied to my ticket in three weeks. And then verification rejected my passport twice with no reason given.,2,2025-11-29,52
fittrack,The watch and the app disagree about how many steps I took today.,2,2026-01-19,1
nimbus,"Two devices, two different versions of the same note, no warning which is newer.",1,2026-04-30,0
nimbus,I know the word is in there but search returns nothing. Also paying for a plan and still hitting a device limit is not acceptable. Please fix this.,3,2025-04-09,17
nimbus,Finding an old note takes longer than rewriting it. On top of that the sync spinner runs forever and then just stops without an error. Genuinely considering switching.,2,2026-01-16,7
payflow,Support has not replied to my ticket in three weeks.,3,2026-06-06,0
payflow,I compare against another provider before every transfer now.,3,2026-01-28,7
payflow,"When it works the transfer arrives within minutes, which is impressive.",5,2025-11-17,0
nimbus,Lost an hour of writing when the app crashed without saving.,2,2025-06-01,2
nimbus,Love the markdown support and the keyboard shortcuts.,5,2025-10-25,24
nimbus,The sync spinner runs forever and then just stops without an error. And then no autosave means one crash costs me a whole meeting's notes. Otherwise a decent app.,1,2025-02-14,5
payflow,Setting up a new recipient is quick and painless.,5,2026-01-23,0
fittrack,Pace readings jump around wildly and ruin the whole activity.,1,2025-05-12,1
fittrack,There is no way to get my own data out in a usable format.,1,2026-04-29,30
fittrack,Background tracking eats power even when I am not exercising.,1,2025-11-15,2
fittrack,Pairing drops constantly and I have to re-pair the watch every week.,1,2026-01-12,6
fittrack,Export produces a file that no other fitness app will read. Also i keep a power bank in my pocket now just to finish a long ride.,1,2026-06-14,28
nimbus,Refund request has gone unanswered for two weeks.,2,2025-06-13,10
nimbus,A long note reverted to an old version and there is no history to restore from. And then refund request has gone unanswered for two weeks.,1,2025-08-18,0
fittrack,Interface is clear and logging a session takes seconds.,5,2025-12-18,2
nimbus,Refund request has gone unanswered for two weeks.,2,2025-11-10,0
fittrack,The training plans are genuinely well designed and easy to follow.,5,2026-02-24,0
nimbus,No autosave means one crash costs me a whole meeting's notes. Also cancelled the subscription and was billed again the following month.,1,2025-04-24,4
nimbus,"Edits I make on the desktop never show up on mobile, so I email myself the text instead. And then searching only matches titles, never the body, so i scroll manually instead. This has been going on for months now.",1,2025-01-17,43
nimbus,"Two devices, two different versions of the same note, no warning which is newer.",1,2025-01-29,83
nimbus,Notes I wrote on the train were gone by the time I opened the app at home.,1,2025-02-04,6
fittrack,Pairing drops constantly and I have to re-pair the watch every week.,1,2025-03-21,3
payflow,"When it works the transfer arrives within minutes, which is impressive.",5,2025-07-06,0
fittrack,Years of training history locked in with no export button anywhere.,1,2025-08-05,0
nimbus,"Cancelled the subscription and was billed again the following month. And then searching only matches titles, never the body, so i scroll manually instead.",1,2026-01-25,0
fittrack,I keep a power bank in my pocket now just to finish a long ride.,1,2025-10-07,0
payflow,Verification rejected my passport twice with no reason given.,1,2025-11-23,0
payflow,Money disappeared for six days before reappearing with no message. Otherwise a decent app.,1,2025-04-14,2
nimbus,Lost an hour of writing when the app crashed without saving. Genuinely considering switching.,1,2025-01-09,5
payflow,Setting up a new recipient is quick and painless.,5,2025-11-16,16
payflow,"The app said the transfer succeeded, the recipient never received anything. But the exchange rate at confirmation is worse than the one advertised. Please fix this.",1,2025-02-04,0
fittrack,"I export from the watch app and import here manually, which is ridiculous. On top of that there is no way to get my own data out in a usable format. Nobody seems to be looking at it.",3,2025-06-22,0
fittrack,"It takes four minutes to get a GPS lock, by which point I have started.",1,2026-02-07,5
fittrack,Interface is clear and logging a session takes seconds. Genuinely considering switching.,5,2026-05-31,7
payflow,Money disappeared for six days before reappearing with no message. But the chat bot loops back to the same articles and there is no human option.,1,2025-07-18,0
fittrack,Tracking a one hour walk drains forty percent of my battery.,1,2025-08-12,0
nimbus,Clean interface and it stays out of the way when I am writing. This has been going on for months now.,5,2026-04-05,1
payflow,I use my bank's own app now because at least the transfers complete. Very frustrating.,2,2026-03-23,9
payflow,Clean app and the recipient management is well done. Genuinely considering switching.,5,2026-04-19,4
nimbus,Lost an hour of writing when the app crashed without saving. Also paying for a plan and still hitting a device limit is not acceptable.,1,2026-03-04,1
nimbus,"Simple, quick and does exactly what I need day to day.",5,2025-09-09,3
payflow,Account locked for a security check with no way to speak to anyone. Nobody seems to be looking at it.,1,2026-06-14,0
nimbus,I was charged for a yearly plan straight after the trial with no reminder.,2,2025-04-11,0
payflow,"When it works the transfer arrives within minutes, which is impressive. Otherwise a decent app.",5,2025-08-31,0
payflow,Had to complain publicly before anyone responded to me. But verification rejected my passport twice with no reason given.,2,2025-11-26,0
payflow,Account locked for a security check with no way to speak to anyone. But support has not replied to my ticket in three weeks.,1,2026-06-07,13
fittrack,Pace readings jump around wildly and ruin the whole activity.,1,2025-04-07,0
fittrack,Tracking a one hour walk drains forty percent of my battery.,1,2026-06-10,10
nimbus,A long note reverted to an old version and there is no history to restore from.,1,2026-04-18,20
nimbus,Clean interface and it stays out of the way when I am writing. Otherwise a decent app.,5,2025-11-24,1
nimbus,"Best note app I have used, genuinely fast to open. This has been going on for months now.",4,2026-03-07,0
payflow,Transfer failed but the money left my account and has not come back.,1,2025-09-27,30
nimbus,Tags are useless because search ignores them completely.,2,2026-01-21,0
payflow,Fees are not shown until after the transfer is authorised. Happens on both my devices.,3,2025-10-20,6
fittrack,Pace readings jump around wildly and ruin the whole activity. Please fix this.,1,2026-04-12,3
payflow,Fees are not shown until after the transfer is authorised.,1,2026-02-15,14
fittrack,Background tracking eats power even when I am not exercising. Nobody seems to be looking at it.,1,2026-02-25,0
nimbus,"I now write everything in another app first and paste it in, which defeats the point. Very frustrating.",1,2025-11-19,4
nimbus,Tags are useless because search ignores them completely. Also cancelled the subscription and was billed again the following month.,2,2025-09-18,0
fittrack,Heart rate data is missing from half of my recorded sessions.,1,2025-10-25,0
payflow,Stuck in an endless identity verification loop that never completes. Also i use my bank's own app now because at least the transfers complete.,1,2025-10-29,14
nimbus,Clean interface and it stays out of the way when I am writing.,5,2025-07-10,0
fittrack,Interface is clear and logging a session takes seconds.,4,2025-05-30,2
fittrack,Years of training history locked in with no export button anywhere.,1,2025-06-03,0
fittrack,Export produces a file that no other fitness app will read. Also i keep a power bank in my pocket now just to finish a long ride.,2,2025-04-03,3
fittrack,"Great app for keeping a streak going, the reminders work well.",5,2026-02-14,0
fittrack,Heart rate data is missing from half of my recorded sessions.,2,2025-01-27,3
nimbus,"Tags are useless because search ignores them completely. But edits i make on the desktop never show up on mobile, so i email myself the text instead. Nobody seems to be looking at it.",2,2026-03-20,4
nimbus,"Simple, quick and does exactly what I need day to day. Happens on both my devices.",4,2025-05-27,0
payflow,I use my bank's own app now because at least the transfers complete. Nobody seems to be looking at it.,1,2026-02-14,0
payflow,"The app said the transfer succeeded, the recipient never received anything.",1,2025-10-07,1
fittrack,I keep a power bank in my pocket now just to finish a long ride. Rating will go up when it is fixed.,1,2025-10-01,0
nimbus,I was charged for a yearly plan straight after the trial with no reminder. Genuinely considering switching.,1,2025-07-24,5
fittrack,GPS drifts badly so a five kilometre run is logged as seven.,1,2025-01-28,0
fittrack,Background tracking eats power even when I am not exercising.,1,2025-05-20,2
payflow,Fees are not shown until after the transfer is authorised.,3,2025-07-01,0
nimbus,"Best note app I have used, genuinely fast to open.",4,2025-05-10,1
payflow,Account locked for a security check with no way to speak to anyone.,1,2025-12-28,1
nimbus,Tags are useless because search ignores them completely.,2,2025-12-26,0
payflow,"When it works the transfer arrives within minutes, which is impressive.",5,2025-06-19,9
fittrack,Interface is clear and logging a session takes seconds. Please fix this.,5,2025-03-25,0
fittrack,Pace readings jump around wildly and ruin the whole activity.,1,2026-03-15,1
payflow,Transfer failed but the money left my account and has not come back.,1,2025-04-23,0
fittrack,Export produces a file that no other fitness app will read.,2,2025-03-30,8
fittrack,Years of training history locked in with no export button anywhere.,2,2025-05-05,0
payflow,Account locked for a security check with no way to speak to anyone.,1,2025-07-21,0
payflow,Had to complain publicly before anyone responded to me. Also sent a payment that shows as pending five days later with no explanation. This has been going on for months now.,2,2026-03-05,2
nimbus,I was charged for a yearly plan straight after the trial with no reminder.,2,2026-02-20,2
nimbus,"Had to log out and back in again to force a sync, which lost my drafts.",1,2026-06-03,4
fittrack,GPS drifts badly so a five kilometre run is logged as seven.,1,2025-08-01,0
fittrack,Pairing drops constantly and I have to re-pair the watch every week. And then there is no way to get my own data out in a usable format.,2,2026-05-11,0
nimbus,Tags are useless because search ignores them completely. But paying for a plan and still hitting a device limit is not acceptable.,3,2025-10-31,3
payflow,No phone number anywhere for an issue involving actual money. Please fix this.,3,2025-03-26,9
payflow,I gave up and opened an account with a competitor instead.,2,2025-05-12,0
fittrack,Years of training history locked in with no export button anywhere. Genuinely considering switching.,3,2025-12-08,0
nimbus,"Two devices, two different versions of the same note, no warning which is newer. Nobody seems to be looking at it.",1,2025-04-17,11
nimbus,No autosave means one crash costs me a whole meeting's notes. And then search does not find text that i can see with my own eyes in a note.,1,2026-04-20,0
fittrack,Interface is clear and logging a session takes seconds.,5,2025-07-04,0
nimbus,Tags are useless because search ignores them completely.,3,2026-01-02,5
nimbus,Paying for a plan and still hitting a device limit is not acceptable. On top of that the sync spinner runs forever and then just stops without an error. Happens on both my devices.,2,2026-06-03,20
nimbus,"Searching only matches titles, never the body, so I scroll manually instead. But a long note reverted to an old version and there is no history to restore from.",3,2025-08-28,0
nimbus,Finding an old note takes longer than rewriting it.,2,2026-02-14,2
fittrack,The training plans are genuinely well designed and easy to follow.,4,2025-09-10,3
fittrack,Phone gets hot and the battery is dead before I get home.,1,2025-10-10,0
fittrack,Heart rate data is missing from half of my recorded sessions.,2,2026-03-08,4
payflow,Setting up a new recipient is quick and painless.,5,2025-02-02,1
nimbus,Clean interface and it stays out of the way when I am writing. Genuinely considering switching.,5,2025-12-26,17
payflow,"Charged a fee for a transfer that then failed, and the fee was not refunded. Please fix this.",2,2025-12-27,13
nimbus,"Best note app I have used, genuinely fast to open.",5,2025-10-07,2
nimbus,Lost an hour of writing when the app crashed without saving. Genuinely considering switching.,1,2026-04-17,7
fittrack,"Great app for keeping a streak going, the reminders work well.",4,2025-01-30,0
fittrack,Phone gets hot and the battery is dead before I get home. Very frustrating.,1,2026-01-31,13
payflow,Uploaded my documents four times and each time it asks again.,1,2025-08-31,2
nimbus,Love the markdown support and the keyboard shortcuts.,5,2025-04-11,1
payflow,Transfer failed but the money left my account and has not come back.,1,2025-08-22,9
fittrack,The route map shows me running through buildings and across a river.,1,2026-02-06,0
nimbus,I was charged for a yearly plan straight after the trial with no reminder. And then lost an hour of writing when the app crashed without saving. Please fix this.,1,2025-08-25,2
payflow,"Charged a fee for a transfer that then failed, and the fee was not refunded. On top of that the chat bot loops back to the same articles and there is no human option.",3,2025-02-07,2
nimbus,Cancelled the subscription and was billed again the following month. On top of that i have taken to copying important notes into a plain text file as a backup.,2,2026-04-05,3
fittrack,Pairing drops constantly and I have to re-pair the watch every week.,3,2026-02-09,1
fittrack,I screenshot my stats each month because there is no proper export.,3,2026-03-08,1
fittrack,Tracking a one hour walk drains forty percent of my battery. Also years of training history locked in with no export button anywhere. Genuinely considering switching.,1,2026-01-27,7
nimbus,No autosave means one crash costs me a whole meeting's notes. On top of that i was charged for a yearly plan straight after the trial with no reminder.,1,2026-03-02,2
payflow,Clean app and the recipient management is well done.,5,2026-03-07,0
nimbus,Tags are useless because search ignores them completely. Genuinely considering switching.,2,2026-03-09,1
nimbus,Refund request has gone unanswered for two weeks.,3,2026-06-17,1
nimbus,The upgrade screen does not say what the free tier actually loses.,2,2025-10-29,1
payflow,"No phone number anywhere for an issue involving actual money. On top of that the app said the transfer succeeded, the recipient never received anything.",2,2025-03-22,1
fittrack,Tracking a one hour walk drains forty percent of my battery.,1,2025-05-07,2
fittrack,Pairing drops constantly and I have to re-pair the watch every week.,1,2025-12-07,4
nimbus,Love the markdown support and the keyboard shortcuts.,5,2025-02-26,0
nimbus,Recovered nothing after the update wiped my most recent entries.,1,2026-02-03,1
payflow,The chat bot loops back to the same articles and there is no human option.,3,2026-01-01,6
fittrack,The watch and the app disagree about how many steps I took today.,2,2025-10-07,5
fittrack,Phone gets hot and the battery is dead before I get home. On top of that i have started logging runs manually afterwards because the tracking cannot be trusted.,1,2025-02-28,5
payflow,"Charged a fee for a transfer that then failed, and the fee was not refunded. Also i gave up and opened an account with a competitor instead.",2,2026-03-06,12
fittrack,GPS drifts badly so a five kilometre run is logged as seven. Happens on both my devices.,2,2026-01-22,0
fittrack,Been using it for two years and the history view is excellent.,4,2026-05-16,0
nimbus,I was charged for a yearly plan straight after the trial with no reminder.,3,2025-02-20,2
nimbus,A long note reverted to an old version and there is no history to restore from. Rating will go up when it is fixed.,1,2025-09-27,2
nimbus,"Best note app I have used, genuinely fast to open.",5,2025-11-21,6
payflow,The exchange rate at confirmation is worse than the one advertised. Otherwise a decent app.,1,2025-12-04,9
payflow,Fees are not shown until after the transfer is authorised.,2,2026-01-22,0
fittrack,Interface is clear and logging a session takes seconds. Genuinely considering switching.,5,2026-01-19,3
payflow,Setting up a new recipient is quick and painless.,5,2026-05-08,7
nimbus,Search does not find text that I can see with my own eyes in a note.,3,2025-04-27,6
payflow,Clean app and the recipient management is well done.,5,2025-05-07,4
nimbus,Lost an hour of writing when the app crashed without saving.,1,2025-06-29,1
payflow,Account locked for a security check with no way to speak to anyone.,2,2026-02-27,0
fittrack,"I export from the watch app and import here manually, which is ridiculous.",2,2025-01-26,16
payflow,Fees are not shown until after the transfer is authorised.,2,2025-11-18,3
fittrack,GPS drifts badly so a five kilometre run is logged as seven.,2,2026-03-20,0
fittrack,I have started logging runs manually afterwards because the tracking cannot be trusted.,1,2025-10-08,5
payflow,Setting up a new recipient is quick and painless.,5,2026-01-23,0
payflow,Had to complain publicly before anyone responded to me.,2,2025-12-11,4
payflow,I gave up and opened an account with a competitor instead. This has been going on for months now.,1,2025-11-29,0
payflow,"The app said the transfer succeeded, the recipient never received anything. Rating will go up when it is fixed.",1,2026-04-10,72
payflow,I gave up and opened an account with a competitor instead.,2,2026-02-07,1
nimbus,I know the word is in there but search returns nothing.,1,2026-04-03,2
nimbus,Recovered nothing after the update wiped my most recent entries.,1,2025-12-24,2
payflow,Money disappeared for six days before reappearing with no message.,1,2026-04-19,4
fittrack,Workouts on my watch never make it into the phone app.,3,2025-08-30,0
payflow,Account locked for a security check with no way to speak to anyone.,1,2026-02-09,23
fittrack,Background tracking eats power even when I am not exercising.,1,2025-04-21,0
fittrack,Been using it for two years and the history view is excellent. This has been going on for months now.,5,2025-10-29,0
payflow,"When it works the transfer arrives within minutes, which is impressive.",5,2025-03-11,10
payflow,Had to complain publicly before anyone responded to me. And then uploaded my documents four times and each time it asks again.,2,2026-04-13,0
fittrack,Pairing drops constantly and I have to re-pair the watch every week. Genuinely considering switching.,1,2025-04-14,4
payflow,Setting up a new recipient is quick and painless.,4,2025-09-06,5
payflow,Setting up a new recipient is quick and painless.,5,2026-04-25,0
payflow,"The app said the transfer succeeded, the recipient never received anything. Also fees are not shown until after the transfer is authorised.",1,2025-01-21,10
nimbus,The upgrade screen does not say what the free tier actually loses. Please fix this.,1,2026-05-23,3
payflow,Setting up a new recipient is quick and painless. Please fix this.,5,2025-02-09,2
payflow,I compare against another provider before every transfer now. Nobody seems to be looking at it.,2,2025-07-11,6
nimbus,I was charged for a yearly plan straight after the trial with no reminder. And then finding an old note takes longer than rewriting it.,2,2026-02-24,0
fittrack,The watch and the app disagree about how many steps I took today. On top of that background tracking eats power even when i am not exercising. Otherwise a decent app.,2,2025-01-15,0
payflow,Stuck in an endless identity verification loop that never completes.,1,2025-05-25,0
nimbus,I was charged for a yearly plan straight after the trial with no reminder.,3,2025-04-04,1
fittrack,There is no way to get my own data out in a usable format.,1,2026-05-27,0
nimbus,Cancelled the subscription and was billed again the following month.,2,2026-01-07,0
nimbus,No autosave means one crash costs me a whole meeting's notes.,1,2025-11-14,0
nimbus,Refund request has gone unanswered for two weeks.,2,2025-11-29,2
payflow,Much cheaper than my bank for international payments.,5,2025-07-22,0
fittrack,I screenshot my stats each month because there is no proper export. And then i keep a power bank in my pocket now just to finish a long ride.,2,2026-05-19,0
fittrack,Phone gets hot and the battery is dead before I get home.,2,2025-09-30,4
fittrack,Tracking a one hour walk drains forty percent of my battery.,2,2026-02-03,10
payflow,"The app said the transfer succeeded, the recipient never received anything.",1,2025-05-26,1
payflow,Sent a payment that shows as pending five days later with no explanation.,1,2025-06-17,0
nimbus,Love the markdown support and the keyboard shortcuts. Please fix this.,5,2025-07-01,0
fittrack,Been using it for two years and the history view is excellent.,5,2025-11-22,3
payflow,Uploaded my documents four times and each time it asks again. Also support has not replied to my ticket in three weeks.,1,2025-04-09,5
fittrack,Pace readings jump around wildly and ruin the whole activity. And then background tracking eats power even when i am not exercising.,1,2026-03-19,0
payflow,Fees are not shown until after the transfer is authorised. And then uploaded my documents four times and each time it asks again.,2,2025-04-28,2
payflow,Support has not replied to my ticket in three weeks.,2,2025-09-10,0
fittrack,Interface is clear and logging a session takes seconds.,5,2026-05-17,69
payflow,"The app said the transfer succeeded, the recipient never received anything.",2,2025-10-20,4
nimbus,"Simple, quick and does exactly what I need day to day.",4,2026-05-21,2
fittrack,"Phone gets hot and the battery is dead before I get home. And then i export from the watch app and import here manually, which is ridiculous.",1,2025-07-11,3
fittrack,Background tracking eats power even when I am not exercising.,1,2025-10-21,10
fittrack,The route map shows me running through buildings and across a river.,1,2026-01-25,0
fittrack,The training plans are genuinely well designed and easy to follow.,5,2025-07-03,0
fittrack,I have started logging runs manually afterwards because the tracking cannot be trusted.,2,2025-08-26,7
payflow,Account locked for a security check with no way to speak to anyone.,1,2026-04-25,0
fittrack,Years of training history locked in with no export button anywhere.,2,2025-07-01,0
nimbus,"Two devices, two different versions of the same note, no warning which is newer. But a long note reverted to an old version and there is no history to restore from.",1,2026-05-17,1
nimbus,Search does not find text that I can see with my own eyes in a note.,2,2025-05-25,9
nimbus,"Cancelled the subscription and was billed again the following month. And then had to log out and back in again to force a sync, which lost my drafts.",2,2025-11-25,0
